split,forecast_hour,station_code,issue_rows,valid_targets,cams_rows,valid_target_pct,cams_coverage_pct
validation,24,SAMARINDA2,365,346,364,94.79452054794521,99.72602739726027
validation,24,SEMARANG,365,356,364,97.53424657534246,99.72602739726027
validation,24,SINTANG,365,310,364,84.93150684931507,99.72602739726027
validation,24,SORONG,365,315,364,86.3013698630137,99.72602739726027
validation,24,SUPADIO,365,351,364,96.16438356164383,99.72602739726027
validation,24,TANJUNGHARAPAN2,365,279,364,76.43835616438356,99.72602739726027
validation,48,BANJARBARU2,365,361,364,98.9041095890411,99.72602739726027
validation,48,BATAM2,365,358,364,98.08219178082192,99.72602739726027
validation,48,BENGKULU,365,353,364,96.71232876712328,99.72602739726027
validation,48,INDRAPURI2,365,331,364,90.68493150684931,99.72602739726027
validation,48,JAMBI3,365,352,364,96.43835616438356,99.72602739726027
validation,48,JAMBI4,365,343,364,93.97260273972603,99.72602739726027
validation,48,KEMAYORAN3,365,360,364,98.63013698630137,99.72602739726027
validation,48,KOTABARU,365,357,364,97.8082191780822,99.72602739726027
validation,48,KOTOTABANG2,365,266,364,72.87671232876713,99.72602739726027
validation,48,MALANG,365,355,364,97.26027397260275,99.72602739726027
validation,48,MAROS,365,310,364,84.93150684931507,99.72602739726027
validation,48,MEDAN2,365,356,364,97.53424657534246,99.72602739726027
validation,48,MLATI,365,353,364,96.71232876712328,99.72602739726027
validation,48,PALANGKARAYA2,365,343,364,93.97260273972603,99.72602739726027
validation,48,PALEMBANG3,365,362,364,99.17808219178082,99.72602739726027
validation,48,PALEMBANG4,365,342,364,93.6986301369863,99.72602739726027
validation,48,PALU,365,0,364,0.0,99.72602739726027
validation,48,PANGKALANBUN2,365,352,364,96.43835616438356,99.72602739726027
validation,48,PEKANBARU2,365,348,364,95.34246575342466,99.72602739726027
validation,48,PESAWARAN,365,350,364,95.89041095890411,99.72602739726027
validation,48,PONTIANAK2,365,359,364,98.35616438356165,99.72602739726027
validation,48,SAMARINDA2,365,346,364,94.79452054794521,99.72602739726027
validation,48,SEMARANG,365,356,364,97.53424657534246,99.72602739726027
validation,48,SINTANG,365,310,364,84.93150684931507,99.72602739726027
validation,48,SORONG,365,315,364,86.3013698630137,99.72602739726027
validation,48,SUPADIO,365,351,364,96.16438356164383,99.72602739726027
validation,48,TANJUNGHARAPAN2,365,279,364,76.43835616438356,99.72602739726027
validation,72,BANJARBARU2,365,361,364,98.9041095890411,99.72602739726027
validation,72,BATAM2,365,358,364,98.08219178082192,99.72602739726027
validation,72,BENGKULU,365,353,364,96.71232876712328,99.72602739726027
validation,72,INDRAPURI2,365,331,364,90.68493150684931,99.72602739726027
validation,72,JAMBI3,365,352,364,96.43835616438356,99.72602739726027
validation,72,JAMBI4,365,343,364,93.97260273972603,99.72602739726027
validation,72,KEMAYORAN3,365,360,364,98.63013698630137,99.72602739726027
validation,72,KOTABARU,365,357,364,97.8082191780822,99.72602739726027
validation,72,KOTOTABANG2,365,266,364,72.87671232876713,99.72602739726027
validation,72,MALANG,365,355,364,97.26027397260275,99.72602739726027
validation,72,MAROS,365,310,364,84.93150684931507,99.72602739726027
validation,72,MEDAN2,365,356,364,97.53424657534246,99.72602739726027
validation,72,MLATI,365,353,364,96.71232876712328,99.72602739726027
validation,72,PALANGKARAYA2,365,343,364,93.97260273972603,99.72602739726027
validation,72,PALEMBANG3,365,362,364,99.17808219178082,99.72602739726027
validation,72,PALEMBANG4,365,342,364,93.6986301369863,99.72602739726027
validation,72,PALU,365,0,364,0.0,99.72602739726027
validation,72,PANGKALANBUN2,365,352,364,96.43835616438356,99.72602739726027
validation,72,PEKANBARU2,365,348,364,95.34246575342466,99.72602739726027
validation,72,PESAWARAN,365,350,364,95.89041095890411,99.72602739726027
validation,72,PONTIANAK2,365,359,364,98.35616438356165,99.72602739726027
validation,72,SAMARINDA2,365,346,364,94.79452054794521,99.72602739726027
validation,72,SEMARANG,365,356,364,97.53424657534246,99.72602739726027
validation,72,SINTANG,365,310,364,84.93150684931507,99.72602739726027
validation,72,SORONG,365,315,364,86.3013698630137,99.72602739726027
validation,72,SUPADIO,365,351,364,96.16438356164383,99.72602739726027
validation,72,TANJUNGHARAPAN2,365,279,364,76.43835616438356,99.72602739726027
