improvement_ug_m3,ci95_lower_ug_m3,ci95_upper_ug_m3,calendar_weeks,bootstrap_replicates,forecast_hour,candidate,baseline
2.7574947704968915,2.266772710119345,3.2415269646127727,36,1000,12,no_met_10utc_expanding,persistence_10utc
0.7493076564705292,0.5398757372764559,0.9800778047860115,36,1000,12,no_met_10utc_expanding,frozen_deployment
3.631739930707021,3.0313585895357145,4.324324498311461,36,1000,24,no_met_10utc_expanding,persistence_10utc
0.1374037825470661,0.011329327953094902,0.2642754899789567,36,1000,24,no_met_10utc_expanding,frozen_deployment
3.6007701195040327,3.094504032513847,4.190764088488224,36,1000,48,no_met_10utc_expanding,persistence_10utc
0.1730309702954126,0.05458484658637777,0.35783517613110155,36,1000,48,no_met_10utc_expanding,frozen_deployment
3.5500436844669716,3.0460446082302197,4.123708776577362,36,1000,72,no_met_10utc_expanding,persistence_10utc
0.0752940603914941,-0.059772435602073584,0.2572244649003834,36,1000,72,no_met_10utc_expanding,frozen_deployment
