n,mae_ug_m3,rmse_ug_m3,bias_ug_m3,correlation,r2,forecast_hour,station_code,persistence_mae_ug_m3,skill_vs_persistence_pct
220,3.3853366988255673,9.109179162290808,-0.8819204955055338,0.3482961984855225,0.09996460731183965,6,INDRAPURI2,4.174285714285714,18.900215976115774
239,6.459642369700941,12.156195481686208,-1.8109935094879646,0.7901288898981816,0.5977884056000393,6,JAMBI3,12.957021276595743,50.14562196197835
234,7.16369457525902,16.211916508354403,-2.806181176097612,0.8099466557523064,0.5591575655616836,6,JAMBI4,12.188,41.22337893617476
240,8.311797315017035,11.80618082504636,-3.007560806697249,0.773687139611951,0.5613889697617616,6,KEMAYORAN3,17.257740585774055,51.83727977769792
187,2.4473957731522047,2.9389032624294464,1.4415470168232596,0.8404162289246684,0.5991195520806423,6,KOTABARU,6.364088397790056,61.54365527037512
203,3.311454526074184,4.984639002554873,-0.5988236085031385,0.6754924029690919,0.4436906407038739,6,KOTOTABANG2,3.6471204188481683,9.203586781485928
225,8.120818223320093,14.410454723862395,-1.6426988287350979,0.5098726248583526,0.2492841664094867,6,MALANG,11.205479452054794,27.528150329784008
237,3.2800421774922555,4.858089394958577,-0.6369283516854483,0.6693882665073199,0.4378277065877435,6,MAROS,8.49746835443038,61.39977178282613
235,7.358884124584191,10.327280416698576,0.4883907138899222,0.5525133470530731,0.29826323359899465,6,MEDAN2,19.151502145922745,61.57542072410826
238,7.133308984025478,11.041984380172128,-3.0265574528135586,0.7003239930503203,0.40571729386479993,6,MLATI,22.03093220338983,67.62139287538682
213,13.162655055770886,54.31996304883431,-9.32080705077068,0.7103031205271477,0.2430561825406623,6,PALANGKARAYA2,16.85268292682927,21.895788860917243
233,9.15338459173082,20.969973374665052,-3.6925394311367556,0.6952677147379923,0.40729200984413116,6,PALEMBANG3,18.496943231441044,50.51406885343127
239,6.898814896681134,16.012901005578847,-1.6214679070189633,0.7868441004506105,0.5736122671968902,6,PALEMBANG4,17.639830508474578,60.89069623788741
76,3.6092487731296936,4.684541235677828,2.1062658056712262,0.7696184291044686,0.06176577303340769,6,PALU,5.033783783783784,28.299487459973882
221,3.1714590534376748,5.062532533805852,0.6058540235561715,0.7171824564319985,0.48937058113737897,6,PANGKALANBUN2,11.224056603773585,71.74409248460655
236,8.564361728791873,19.883184687753495,-1.9624100062738838,0.5174322069447268,0.24873107117141613,6,PEKANBARU2,16.48521739130435,48.048232998677854
221,6.206025795552368,8.322821264179357,-0.3608059940008808,0.8153595929146774,0.6639437861356228,6,PESAWARAN,14.896313364055299,58.33851206079307
223,8.809399135286766,18.582989816087597,-2.2419578717274664,0.8288914162397798,0.6403345690274496,6,PONTIANAK2,29.753917050691246,70.3924726271222
230,3.5438706059691323,5.02700429390622,-1.935935079612924,0.81965198831237,0.5976191107323849,6,SAMARINDA2,4.560454545454546,22.29128542677077
238,7.616101384858999,9.564460149970374,1.1567513155720601,0.747415939381361,0.5415561838256471,6,SEMARANG,14.560169491525425,47.69222027743659
197,7.324175078025511,22.305730382066706,-3.6967738224862665,0.8791692691124868,0.6428923330245873,6,SINTANG,15.872093023255811,53.855014160425355
221,3.7479675007269972,13.646770200119128,-1.6492414696121318,0.4070964391350176,0.15323628222365493,6,SORONG,4.988940092165898,24.874473706100275
234,16.480719891001698,45.01215076653798,-6.076072943427472,0.7260949441778571,0.3835504187134826,6,SUPADIO,35.969527896995714,54.18143952793382
195,4.252263417195198,8.436831912304088,-1.9288436131314746,0.855851893864544,0.6692710211491637,6,TANJUNGHARAPAN2,4.8632124352331605,12.562663592726064
241,7.059185961377977,9.682872263897078,1.1809615270534168,0.17509063742746117,-0.10865092497687034,12,BANJARBARU2,21.797489539748952,67.61468356938467
234,6.844280893634969,9.171824949529658,3.886073897553455,0.40447773276312404,-0.14230118182720886,12,BATAM2,7.565044247787612,9.527549747821096
230,14.335409324222192,17.865783631160056,2.31518566323309,0.5548859387183055,0.2764018656763835,12,BENGKULU,20.70311111111111,30.75722171761639
233,5.5140642653072325,7.128337557024723,1.3589064592527689,0.5536271201251055,0.2518425838902568,12,INDRAPURI2,6.412844036697248,14.015306878613975
239,17.269826454236988,27.85573809346129,-8.503637889487099,0.6903065129142776,0.3888313162626129,12,JAMBI3,26.058723404255318,33.72727364143682
238,22.196437833490098,39.58094502654039,-11.258391722525753,0.6602604260919502,0.2950883286837467,12,JAMBI4,29.946491228070172,25.879670962304946
239,12.440781480876895,14.644517652136695,9.170072019606636,0.6930001789655305,0.1416106938230841,12,KEMAYORAN3,19.363865546218488,35.75259314219718
234,4.055836793185193,5.747794618313117,-0.5333211709234029,0.5925209601482994,0.3422571570808549,12,KOTABARU,5.904017857142857,31.3037851286591
222,7.158538887566767,8.793798623039628,6.249159837783728,0.5497947750699044,-1.1097424274246066,12,KOTOTABANG2,4.553921568627451,-57.19504123397421
236,9.086017608123893,11.760565148225325,1.2208907508544342,0.575078645025396,0.3230406158702567,12,MALANG,11.399561403508772,20.295024637288005
237,9.106708779692513,13.624506918164986,-5.514666387006038,0.45156137536599994,0.04056870870456186,12,MAROS,11.194468085106383,18.649919670515814
238,15.243958462869056,21.32861433046103,-0.4667170065953195,0.3530366343833583,0.11936785457638,12,MEDAN2,21.35042735042735,28.60115531802724
242,10.899149440432248,15.913795738448425,-3.5578738143136115,0.5291602529315591,0.23634439656084838,12,MLATI,20.364016736401673,46.47839087192711
232,13.692907337085986,24.037750464243103,-10.110348667258892,0.8118832869189594,0.4393556103091203,12,PALANGKARAYA2,16.298165137614678,15.984976091056991
232,14.674311094825436,24.789458775999485,-6.122908695874828,0.3924684754175819,0.07834985578798659,12,PALEMBANG3,19.980444444444448,26.556633233923776
241,10.689950145645424,18.317563875669293,2.6802015996606787,0.783081422305319,0.5588814230192919,12,PALEMBANG4,16.106302521008406,33.62877586769596
75,4.123260673544213,5.413821044101602,0.2711112430949925,0.7457097001311144,0.5493093049353156,12,PALU,4.701369863013698,12.296611547573544
234,6.805571082820273,10.050178280598947,-1.0571377910771529,0.34061390656347534,0.02726900515892461,12,PANGKALANBUN2,12.54774774774775,45.762608400843604
239,26.259330268572725,41.927024032938796,-14.670261118721362,0.5121370173407748,0.12897528751663145,12,PEKANBARU2,33.95497835497836,22.66427033453645
223,20.558334384233127,34.17485183784272,-10.509248739662485,0.34900216398692746,0.02922140389951,12,PESAWARAN,24.098617511520736,14.690814216189452
206,10.335803383309848,14.13484292520556,4.456311988176763,0.7415812932095831,0.47693950678560393,12,PONTIANAK2,30.850000000000005,66.4965854673911
239,6.709942634094585,8.496132093243611,4.676236175895391,0.5907321576903765,0.06595827652932384,12,SAMARINDA2,6.090265486725664,-10.174879054444652
237,8.452513338757342,10.6099295709622,1.7773079279427133,0.6045756476187654,0.3435694976302812,12,SEMARANG,12.068510638297871,29.96224975818993
220,5.855388469289623,14.417376197094603,1.2052214856400052,0.8153860558923883,0.6333043065823005,12,SINTANG,13.773888888888889,57.4892137106388
229,6.347043496764254,10.526437323811532,0.5937921666334908,0.5138596491766537,0.2572425686244749,12,SORONG,6.164888888888888,-2.954710314465947
239,22.336995563618558,38.40299541107606,-16.43849822460694,0.7724182377274562,0.372450198483401,12,SUPADIO,37.33966244725738,40.178903343944874
199,6.788419722460675,10.951252533521354,-5.062942668651731,0.7214484896282879,0.37895336112328937,12,TANJUNGHARAPAN2,10.166153846153845,33.22529026029905
241,16.511626584256963,47.17756669605863,-9.581516068639582,0.5839666522188464,0.22438682363597573,24,BANJARBARU2,19.600836820083682,15.760603815962648
231,6.339967492736586,14.681049599897399,-2.854080456777161,0.15362627455247696,-0.057784581427022585,24,BATAM2,7.453571428571429,14.940541544501961
231,17.398310339069663,26.3423551641216,-8.866546132781448,0.5395397289497382,0.1807027132509904,24,BENGKULU,23.439013452914796,25.772002418019568
228,3.908551294513604,4.933224945860105,2.7615081464903595,0.7317905752253181,0.12742118691705417,24,INDRAPURI2,3.331627906976744,-17.31656126210035
238,11.220130155295978,16.77108112480648,-4.751130146272897,0.5192515887663568,0.17597303614878612,24,JAMBI3,13.915450643776826,19.36926483718463
231,9.583083041287155,14.407442685636966,-1.6511240351171574,0.591036332922421,0.33830145190213534,24,JAMBI4,12.97818181818182,26.16004941569159
241,13.548483531765209,17.75749276729303,-3.6484695248938817,0.6994449971992601,0.4519604424771817,24,KEMAYORAN3,16.361087866108786,17.190814922336262
233,5.1873329995040285,6.6115886189289705,2.1059309542653972,0.6585558739955251,0.3584071967606067,24,KOTABARU,6.0,13.544450008266196
222,4.8774139117116,6.233492668908944,2.316594096966363,0.480265809341586,-0.022581313769993727,24,KOTOTABANG2,4.505472636815921,-8.25532202451762
235,11.456929300590694,14.000831370080512,8.569709955981217,0.6477446211785983,0.022754776857210945,24,MALANG,9.851754385964913,-16.293290024694063
239,5.479512529279078,7.388114995747741,-0.20143899748116825,0.8044279260635747,0.6150753804402029,24,MAROS,6.411016949152542,14.529745081965473
237,14.789444881187096,19.360829090673583,-2.5853073357024012,0.3234894289046692,0.06729148136468754,24,MEDAN2,18.990043290043293,22.120004387028548
240,13.731318876976077,18.796377414199494,-9.547064263097564,0.6295206341243809,0.1741526255007051,24,MLATI,15.210084033613445,9.722268156897606
225,8.934258941008292,20.55279083862042,-2.1422093382125458,0.7536789620678013,0.5124933036251944,24,PALANGKARAYA2,11.496666666666668,22.288266677225653
235,13.149802551213575,17.75699503171782,-5.401545165787002,0.6576496190750588,0.3726290223954246,24,PALEMBANG3,16.160176991150443,18.62835067700925
240,11.942533242072694,17.583079981569743,-5.974758125334248,0.7681673141801587,0.5211612570715145,24,PALEMBANG4,15.521518987341771,23.058218388212136
76,3.768203120075397,4.688474720340922,-0.3033338616738897,0.8034836079040084,0.6104085120346575,24,PALU,4.5055555555555555,16.365405473049144
231,8.791003604501045,20.858574390982128,-2.7222246498389047,0.6701463090035075,0.2991720359838499,24,PANGKALANBUN2,10.147488584474887,13.367691608435916
235,13.324636902241394,22.338358786961834,-0.9851682651582949,0.5732823627542167,0.3254209566943502,24,PEKANBARU2,17.288546255506606,22.927950648266105
219,13.284574058308714,17.072336646186507,1.3087288071697885,0.6911611643316883,0.4702643176633494,24,PESAWARAN,15.812206572769954,15.985324393712707
234,25.196766896288032,58.06302491862467,-18.201459982009574,0.6600507828728251,0.2793023932902756,24,PONTIANAK2,29.52202643171806,14.65095746538262
230,3.967851587192924,5.32985825745425,1.3778439114413161,0.6749048647619307,0.40329582051012713,24,SAMARINDA2,4.7972222222222225,17.288559850060647
240,9.839456673593293,12.993198280564147,-0.29690519278400324,0.6017966106279555,0.3487685038947351,24,SEMARANG,12.226050420168066,19.52056195218902
199,14.084489865841897,49.52543311957297,-6.770626947075868,0.7693303286049118,0.46404262944551555,24,SINTANG,20.544970414201185,31.44555780860918
236,3.0780549952725016,4.203034710447802,0.10449249112378768,0.8216282721944729,0.6740581050795204,24,SORONG,3.7698689956331877,18.351141675268977
238,32.12020075596909,63.41360287403501,-22.337975149267404,0.8111634243560718,0.4432017835790474,24,SUPADIO,29.532340425531917,-8.762801366734418
199,3.845695575508318,5.361307687096553,0.8472676236261999,0.8651441769380714,0.7420316157708318,24,TANJUNGHARAPAN2,4.645263157894737,17.212535764040293
241,17.7275817575458,49.758884552776976,-10.98316365036115,0.5295610446272719,0.13718959017227983,48,BANJARBARU2,22.00753138075314,19.447658845327854
231,6.727716482602308,15.026493342636789,-4.532430583442449,0.15760513354177066,-0.10814937803608937,48,BATAM2,8.955203619909502,24.873662641851844
231,17.979243036230006,27.50790306770152,-9.351505413286642,0.4817889735994213,0.10659724895056988,48,BENGKULU,23.100446428571427,22.169283213537128
228,4.418749064743006,5.447579881525235,3.1336217312450363,0.6409486495952846,-0.06402061057691188,48,INDRAPURI2,4.062790697674418,-8.761425176845595
238,11.802961430552928,17.01736906851335,-6.629698009894295,0.5318529395183373,0.1515932030413577,48,JAMBI3,14.11244635193133,16.36488007667318
231,10.062342555806767,15.543618917542366,-3.2063627322814807,0.5124569526270327,0.22982279466629685,48,JAMBI4,12.989041095890412,22.532060053375456
241,14.565887844533671,18.869030922725937,-5.185184455176091,0.6747123245524115,0.3812035599682563,48,KEMAYORAN3,17.697071129707115,17.69322879601979
233,5.784648136849532,7.0351436709104105,2.9281649387913737,0.649357081348548,0.2735699872417725,48,KOTABARU,5.761607142857143,-0.3999056759875552
222,5.925795295870856,7.480546271196253,2.740578014263947,0.09795714006322129,-0.47265688955270724,48,KOTOTABANG2,5.695049504950496,-4.051690695924259
235,12.96375382884354,15.655088220888707,10.190710175289079,0.5710708907061868,-0.22181919913163384,48,MALANG,11.254185022026434,-15.190516269913612
239,5.598682999185851,7.569914472155104,-0.031219492583388523,0.7823087156344439,0.5958986126885667,48,MAROS,6.919574468085107,19.089200860422185
237,15.393164498956631,20.539703056698524,-4.340851596540129,0.18312439314543508,-0.04975115770513128,48,MEDAN2,19.92077922077922,22.72810050070665
240,14.311953889494756,19.208081521000015,-9.923148333324324,0.6176444028028423,0.13757872894999879,48,MLATI,17.12362869198312,16.41985383509703
225,9.207939466318473,21.136953765816365,-2.385014792965184,0.7585878234430925,0.4843870987996052,48,PALANGKARAYA2,12.51857142857143,26.44576484739324
235,13.689226483665642,19.031074407954463,-7.29713584789315,0.6361874573302381,0.2793704074372454,48,PALEMBANG3,16.822123893805312,18.62367338343851
240,13.79552741124569,20.800834683792402,-9.15062092609671,0.73640459295103,0.32986715617876916,48,PALEMBANG4,16.666666666666664,17.226835532525854
76,3.772179193494241,4.8261705115957145,-0.4040980619905547,0.7828948558273311,0.5871886535906006,48,PALU,3.724285714285714,-1.2859775775208693
231,9.218173500733599,21.565973788881482,-2.1996319234743664,0.661744238046966,0.25083009444471205,48,PANGKALANBUN2,10.880909090909089,15.28121939337488
235,13.893704253503287,24.588660420780016,-2.003869220759917,0.433743927523787,0.18266507019281664,48,PEKANBARU2,19.473568281938327,28.653526398704987
219,14.448443601478154,18.026657066345656,1.4195986299927905,0.6448207114999503,0.4093860651343886,48,PESAWARAN,17.338755980861244,16.669664089935033
234,27.31196090010761,63.487744200146096,-21.115007965414694,0.5537574099599952,0.1383447126543096,48,PONTIANAK2,31.758222222222223,14.000347031400972
230,4.299437440695829,5.5043320358932135,1.8358011349134624,0.6594223817385266,0.3635899806758248,48,SAMARINDA2,5.107407407407408,15.81957150196709
240,10.39333010295547,13.475041184200483,-0.00031614453301097946,0.5673375394869037,0.29957205143674115,48,SEMARANG,12.81518987341772,18.898352614235257
199,15.61426766577361,54.33939152124128,-9.679508306968728,0.7721011653857253,0.35478682765758796,48,SINTANG,15.64550898203593,0.19968232607957548
236,3.2725870288323384,4.3938326569916715,0.3780697374530929,0.8065418570082769,0.6437939777382864,48,SORONG,4.031004366812227,18.814599761390372
238,37.06305463175116,73.85098795539791,-30.23551707505171,0.780988609773178,0.24482848951826364,48,SUPADIO,33.635897435897434,-10.188986936903133
199,4.216926642527394,6.029982715144716,0.7784078410360389,0.8260260351150654,0.6736698853679086,48,TANJUNGHARAPAN2,5.215591397849463,19.14768008348673
241,18.411298256306583,51.38860088925751,-11.916236640322152,0.42470797406927063,0.07974604784243444,72,BANJARBARU2,24.628451882845184,25.24378574874666
231,6.678279274405046,15.177627416809607,-4.761114687371344,0.13790273048827417,-0.13055265811629835,72,BATAM2,8.81272727272727,24.220061874916933
231,18.105565283894315,27.647346601396727,-9.227775537523835,0.4637010925063377,0.0975165861379449,72,BENGKULU,24.575336322869955,26.326276694552632
228,4.599183439663379,5.725296402657906,3.2750160000382706,0.5779934095106891,-0.17527304734908467,72,INDRAPURI2,4.110697674418605,-11.883281231910669
238,12.202672394883363,17.854039534056977,-7.1003745758140075,0.4625677848025574,0.06611739149209928,72,JAMBI3,15.303862660944205,20.2641015197761
231,10.229161093522174,15.471776675375205,-3.14682243013666,0.5208912594166942,0.2369258235945223,72,JAMBI4,14.135000000000003,27.632394103132853
241,14.82183162229041,18.997331797879777,-5.274759144148065,0.6679106356665953,0.372759878849412,72,KEMAYORAN3,17.401673640167363,14.825252278735068
233,6.109766186045538,7.390086475872305,3.0781540152492335,0.6018069673596332,0.19841999071771865,72,KOTABARU,5.7977678571428575,-5.381352558265995
222,6.689526113569488,8.11744873209877,3.9989092236432056,0.03559842571717229,-0.7340996678737266,72,KOTOTABANG2,6.6683168316831685,-0.3180605004481363
235,14.12171389744785,16.74256327435282,11.67767179030673,0.5658316832635344,-0.39746134684943635,72,MALANG,11.896475770925111,-18.705019615651253
239,6.107193825089595,8.016097842078198,0.9927521360380309,0.7505218277830009,0.5468578980398988,72,MAROS,7.588510638297872,19.520521006221326
237,15.526845184272462,20.6988905337213,-4.4559830816780845,0.16072006923413074,-0.06608584353967917,72,MEDAN2,20.281818181818178,23.444510521292194
240,14.362539683496172,19.143145788514214,-9.456262939831754,0.6066284464328706,0.1433999553413534,72,MLATI,17.64008438818565,18.58009651521052
225,9.240198401362465,22.084637818665946,-2.8385640265667824,0.7451933631102297,0.4371151715856211,72,PALANGKARAYA2,12.499521531100479,26.075583146349913
235,14.467580415254645,19.951910446136115,-7.294590657262627,0.5655203843048898,0.2079466202305128,72,PALEMBANG3,18.762555066079297,22.891203440567164
240,13.917252306811827,21.645085538808218,-9.399145118831875,0.7058818847237666,0.2743653851554485,72,PALEMBANG4,15.978059071729957,12.89772903997034
76,4.335866324408056,5.587230720899818,-0.27553440383718864,0.7422686551039724,0.44672695349109337,72,PALU,4.868571428571428,10.941712820257054
231,9.914473094031084,21.865560319413962,-1.039450813596642,0.6452136914039682,0.2298711391802567,72,PANGKALANBUN2,12.69771689497717,21.91924598702505
235,14.103755903429237,25.163254487006018,-3.2139622275470185,0.3981613952639851,0.1440193630225961,72,PEKANBARU2,20.324890829694326,30.608454325255785
219,14.867035295759207,18.664381632386338,1.755533202899962,0.6114297227311072,0.36685889848409436,72,PESAWARAN,17.920772946859902,17.04021171495158
234,29.001276256971355,64.83003276459998,-21.57630241948853,0.5020954103680675,0.10152448392652469,72,PONTIANAK2,32.27511111111111,10.143527756943016
230,4.2248507614991375,5.31028473677077,2.0699794846660695,0.7068773679701549,0.40767047919261934,72,SAMARINDA2,4.58425925925926,7.840056101412484
240,10.580527097288128,13.920484213419494,0.19661147444116234,0.5352683166046311,0.25249870585205814,72,SEMARANG,14.20886075949367,25.535711297482212
199,16.326047259059578,54.876195070945116,-10.007650056510245,0.7674890151780175,0.3419761033563372,72,SINTANG,16.971686746987952,3.8042152059102774
236,3.478065082116334,4.8144766854247925,0.4565945250905506,0.7601456258004106,0.5723264331530471,72,SORONG,4.468995633187773,22.173450869196742
238,38.43212745940426,75.70563255695838,-30.798739533884923,0.7556245756721048,0.20642246798561015,72,SUPADIO,36.288841201716735,-5.906185446302259
199,4.456545333435543,6.520171139821928,0.5660117662583476,0.7930297628642342,0.6184574224503092,72,TANJUNGHARAPAN2,5.540983606557377,19.571223272317116
