model,forecast_hour,feature,gain_or_split_importance,normalized_importance_pct
cams_lgbm,48,pm25_std_12h,52.0,0.9867172675521821
cams_lgbm,48,pm25_max_12h,40.0,0.7590132827324478
cams_lgbm,48,pm25_available_fraction_12h,0.0,0.0
cams_lgbm,48,pm25_mean_24h,81.0,1.537001897533207
cams_lgbm,48,pm25_std_24h,40.0,0.7590132827324478
cams_lgbm,48,pm25_max_24h,43.0,0.8159392789373814
cams_lgbm,48,pm25_available_fraction_24h,0.0,0.0
cams_lgbm,48,pm25_mean_72h,104.0,1.9734345351043643
cams_lgbm,48,pm25_std_72h,70.0,1.3282732447817838
cams_lgbm,48,pm25_max_72h,52.0,0.9867172675521821
cams_lgbm,48,pm25_available_fraction_72h,10.0,0.18975332068311196
cams_lgbm,48,pm25_mean_168h,261.0,4.952561669829222
cams_lgbm,48,pm25_std_168h,90.0,1.7077798861480076
cams_lgbm,48,pm25_max_168h,55.0,1.0436432637571158
cams_lgbm,48,pm25_available_fraction_168h,18.0,0.3415559772296015
cams_lgbm,48,latitude,261.0,4.952561669829222
cams_lgbm,48,longitude,137.0,2.5996204933586338
cams_lgbm,48,utc_offset_hours,0.0,0.0
cams_lgbm,48,issue_hour_local_sin,2.0,0.03795066413662239
cams_lgbm,48,issue_hour_local_cos,0.0,0.0
cams_lgbm,48,issue_day_of_year_sin,146.0,2.7703984819734346
cams_lgbm,48,issue_day_of_year_cos,198.0,3.757115749525617
cams_lgbm,48,target_hour_local_sin,0.0,0.0
cams_lgbm,48,target_hour_local_cos,0.0,0.0
cams_lgbm,48,target_day_of_year_sin,133.0,2.523719165085389
cams_lgbm,48,target_day_of_year_cos,92.0,1.74573055028463
cams_lgbm,48,network_pm25_mean_ug_m3,164.0,3.111954459203036
cams_lgbm,48,nearby_pm25_weighted_mean_ug_m3,183.0,3.472485768500949
cams_lgbm,48,nearby_station_count,51.0,0.967741935483871
cams_lgbm,48,latest_pm25_age_hours,0.0,0.0
cams_lgbm,48,cams_pm25_ug_m3,530.0,10.056925996204933
cams_lgbm,48,station_code_BANJARBARU2,1.0,0.018975332068311195
cams_lgbm,48,station_code_BATAM2,23.0,0.4364326375711575
cams_lgbm,48,station_code_BENGKULU,20.0,0.3795066413662239
cams_lgbm,48,station_code_INDRAPURI2,0.0,0.0
cams_lgbm,48,station_code_JAMBI3,0.0,0.0
cams_lgbm,48,station_code_JAMBI4,2.0,0.03795066413662239
cams_lgbm,48,station_code_KEMAYORAN3,3.0,0.056925996204933584
cams_lgbm,48,station_code_KOTABARU,0.0,0.0
cams_lgbm,48,station_code_KOTOTABANG2,3.0,0.056925996204933584
cams_lgbm,48,station_code_MALANG,2.0,0.03795066413662239
cams_lgbm,48,station_code_MAROS,0.0,0.0
cams_lgbm,48,station_code_MEDAN2,1.0,0.018975332068311195
cams_lgbm,48,station_code_MLATI,43.0,0.8159392789373814
cams_lgbm,48,station_code_PALANGKARAYA2,0.0,0.0
cams_lgbm,48,station_code_PALEMBANG3,2.0,0.03795066413662239
cams_lgbm,48,station_code_PALEMBANG4,0.0,0.0
cams_lgbm,48,station_code_PALU,0.0,0.0
cams_lgbm,48,station_code_PANGKALANBUN2,0.0,0.0
cams_lgbm,48,station_code_PEKANBARU2,1.0,0.018975332068311195
cams_lgbm,48,station_code_PESAWARAN,1.0,0.018975332068311195
cams_lgbm,48,station_code_PONTIANAK2,6.0,0.11385199240986717
cams_lgbm,48,station_code_SAMARINDA2,0.0,0.0
cams_lgbm,48,station_code_SEMARANG,3.0,0.056925996204933584
cams_lgbm,48,station_code_SINTANG,14.0,0.2656546489563567
cams_lgbm,48,station_code_SORONG,0.0,0.0
cams_lgbm,48,station_code_SUPADIO,0.0,0.0
cams_lgbm,48,station_code_TANJUNGHARAPAN2,0.0,0.0
cams_lgbm,48,station_code_nan,0.0,0.0
cams_lgbm,48,region_Java,0.0,0.0
cams_lgbm,48,region_Kalimantan,11.0,0.20872865275142316
cams_lgbm,48,region_Papua,0.0,0.0
cams_lgbm,48,region_Sulawesi,0.0,0.0
cams_lgbm,48,region_Sumatra,1.0,0.018975332068311195
cams_lgbm,48,region_nan,0.0,0.0
cams_lgbm,48,timezone_WIB,0.0,0.0
cams_lgbm,48,timezone_WIT,0.0,0.0
cams_lgbm,48,timezone_WITA,1.0,0.018975332068311195
cams_lgbm,48,timezone_nan,0.0,0.0
cams_lgbm,72,pm25_lag_0h,141.0,2.49911378943637
cams_lgbm,72,pm25_lag_1h,68.0,1.205246366536689
cams_lgbm,72,pm25_lag_2h,54.0,0.957107408720312
cams_lgbm,72,pm25_lag_3h,75.0,1.3293158454448777
cams_lgbm,72,pm25_lag_6h,68.0,1.205246366536689
cams_lgbm,72,pm25_lag_12h,75.0,1.3293158454448777
cams_lgbm,72,pm25_lag_24h,125.0,2.2155264090747964
cams_lgbm,72,pm25_lag_48h,136.0,2.410492733073378
cams_lgbm,72,pm25_lag_72h,98.0,1.7369727047146402
cams_lgbm,72,pm25_lag_168h,191.0,3.3853243530662884
cams_lgbm,72,rh_lag_0h,66.0,1.1697979439914923
cams_lgbm,72,temperature_lag_0h,93.0,1.6483516483516483
cams_lgbm,72,rh_lag_1h,44.0,0.7798652959943283
cams_lgbm,72,temperature_lag_1h,108.0,1.914214817440624
cams_lgbm,72,rh_lag_3h,51.0,0.9039347749025168
cams_lgbm,72,temperature_lag_3h,63.0,1.1166253101736974
cams_lgbm,72,rh_lag_6h,68.0,1.205246366536689
cams_lgbm,72,temperature_lag_6h,73.0,1.293867422899681
cams_lgbm,72,rh_lag_12h,99.0,1.7546969159872385
cams_lgbm,72,temperature_lag_12h,110.0,1.9496632399858207
cams_lgbm,72,rh_lag_24h,63.0,1.1166253101736974
cams_lgbm,72,temperature_lag_24h,98.0,1.7369727047146402
cams_lgbm,72,pm25_mean_3h,56.0,0.9925558312655087
cams_lgbm,72,pm25_std_3h,52.0,0.9216589861751152
cams_lgbm,72,pm25_max_3h,54.0,0.957107408720312
cams_lgbm,72,pm25_available_fraction_3h,0.0,0.0
cams_lgbm,72,pm25_mean_6h,55.0,0.9748316199929103
cams_lgbm,72,pm25_std_6h,76.0,1.347040056717476
cams_lgbm,72,pm25_max_6h,58.0,1.0280042538107055
cams_lgbm,72,pm25_available_fraction_6h,1.0,0.01772421127259837
cams_lgbm,72,pm25_mean_12h,31.0,0.5494505494505495
cams_lgbm,72,pm25_std_12h,62.0,1.098901098901099
cams_lgbm,72,pm25_max_12h,30.0,0.5317263381779511
cams_lgbm,72,pm25_available_fraction_12h,0.0,0.0
cams_lgbm,72,pm25_mean_24h,72.0,1.2761432116270826
cams_lgbm,72,pm25_std_24h,53.0,0.9393831974477136
cams_lgbm,72,pm25_max_24h,43.0,0.7621410847217299
cams_lgbm,72,pm25_available_fraction_24h,1.0,0.01772421127259837
cams_lgbm,72,pm25_mean_72h,101.0,1.7901453385324353
cams_lgbm,72,pm25_std_72h,74.0,1.3115916341722793
cams_lgbm,72,pm25_max_72h,66.0,1.1697979439914923
cams_lgbm,72,pm25_available_fraction_72h,15.0,0.26586316908897556
cams_lgbm,72,pm25_mean_168h,266.0,4.714640198511166
cams_lgbm,72,pm25_std_168h,114.0,2.020560085076214
cams_lgbm,72,pm25_max_168h,81.0,1.435661113080468
cams_lgbm,72,pm25_available_fraction_168h,37.0,0.6557958170861397
cams_lgbm,72,latitude,289.0,5.122297057780929
cams_lgbm,72,longitude,155.0,2.7472527472527473
cams_lgbm,72,utc_offset_hours,0.0,0.0
cams_lgbm,72,issue_hour_local_sin,1.0,0.01772421127259837
cams_lgbm,72,issue_hour_local_cos,0.0,0.0
cams_lgbm,72,issue_day_of_year_sin,170.0,3.013115916341723
cams_lgbm,72,issue_day_of_year_cos,278.0,4.927330733782346
cams_lgbm,72,target_hour_local_sin,0.0,0.0
cams_lgbm,72,target_hour_local_cos,0.0,0.0
cams_lgbm,72,target_day_of_year_sin,193.0,3.420772775611485
cams_lgbm,72,target_day_of_year_cos,161.0,2.8535980148883375
cams_lgbm,72,network_pm25_mean_ug_m3,140.0,2.4813895781637716
cams_lgbm,72,nearby_pm25_weighted_mean_ug_m3,168.0,2.977667493796526
cams_lgbm,72,nearby_station_count,42.0,0.7444168734491315
cams_lgbm,72,latest_pm25_age_hours,0.0,0.0
cams_lgbm,72,cams_pm25_ug_m3,502.0,8.897554058844381
cams_lgbm,72,station_code_BANJARBARU2,3.0,0.053172633817795106
cams_lgbm,72,station_code_BATAM2,35.0,0.6203473945409429
cams_lgbm,72,station_code_BENGKULU,19.0,0.336760014179369
cams_lgbm,72,station_code_INDRAPURI2,0.0,0.0
cams_lgbm,72,station_code_JAMBI3,2.0,0.03544842254519674
cams_lgbm,72,station_code_JAMBI4,3.0,0.053172633817795106
cams_lgbm,72,station_code_KEMAYORAN3,0.0,0.0
cams_lgbm,72,station_code_KOTABARU,2.0,0.03544842254519674
cams_lgbm,72,station_code_KOTOTABANG2,6.0,0.10634526763559021
cams_lgbm,72,station_code_MALANG,0.0,0.0
cams_lgbm,72,station_code_MAROS,0.0,0.0
cams_lgbm,72,station_code_MEDAN2,4.0,0.07089684509039348
cams_lgbm,72,station_code_MLATI,45.0,0.7975895072669266
cams_lgbm,72,station_code_PALANGKARAYA2,0.0,0.0
cams_lgbm,72,station_code_PALEMBANG3,1.0,0.01772421127259837
cams_lgbm,72,station_code_PALEMBANG4,0.0,0.0
cams_lgbm,72,station_code_PALU,0.0,0.0
cams_lgbm,72,station_code_PANGKALANBUN2,1.0,0.01772421127259837
cams_lgbm,72,station_code_PEKANBARU2,3.0,0.053172633817795106
cams_lgbm,72,station_code_PESAWARAN,2.0,0.03544842254519674
cams_lgbm,72,station_code_PONTIANAK2,12.0,0.21269053527118043
cams_lgbm,72,station_code_SAMARINDA2,0.0,0.0
cams_lgbm,72,station_code_SEMARANG,0.0,0.0
cams_lgbm,72,station_code_SINTANG,27.0,0.478553704360156
cams_lgbm,72,station_code_SORONG,0.0,0.0
cams_lgbm,72,station_code_SUPADIO,1.0,0.01772421127259837
cams_lgbm,72,station_code_TANJUNGHARAPAN2,0.0,0.0
cams_lgbm,72,station_code_nan,0.0,0.0
cams_lgbm,72,region_Java,0.0,0.0
cams_lgbm,72,region_Kalimantan,8.0,0.14179369018078697
cams_lgbm,72,region_Papua,0.0,0.0
cams_lgbm,72,region_Sulawesi,0.0,0.0
cams_lgbm,72,region_Sumatra,3.0,0.053172633817795106
cams_lgbm,72,region_nan,0.0,0.0
cams_lgbm,72,timezone_WIB,0.0,0.0
cams_lgbm,72,timezone_WIT,0.0,0.0
cams_lgbm,72,timezone_WITA,1.0,0.01772421127259837
cams_lgbm,72,timezone_nan,0.0,0.0
