forecast_hour,event_scope,model,station_code,n,mae_ug_m3,persistence_mae_ug_m3,frozen_mae_ug_m3
12,all_common_cases,climatology_training_only,KOTABARU,203,5.648768472906404,5.243349753694582,4.375289528747661
12,all_common_cases,climatology_training_only,KOTOTABANG2,189,4.798412698412699,4.037566137566138,4.019327258645062
12,all_common_cases,climatology_training_only,MALANG,223,10.488340807174886,9.298654708520179,9.072276301013273
12,all_common_cases,climatology_training_only,MAROS,234,9.220726495726495,11.643589743589745,8.349554092922004
12,all_common_cases,climatology_training_only,MEDAN2,234,18.778846153846153,25.294017094017097,15.68014863421122
12,all_common_cases,climatology_training_only,MLATI,238,12.060084033613446,15.363865546218488,11.18482946676171
12,all_common_cases,climatology_training_only,PALANGKARAYA2,212,18.82735849056604,15.618867924528303,13.261909549956878
12,all_common_cases,climatology_training_only,PALEMBANG3,223,15.871076233183857,18.703587443946187,14.332513417889553
12,all_common_cases,climatology_training_only,PALEMBANG4,237,13.138607594936706,13.99113924050633,9.647842672117939
12,all_common_cases,climatology_training_only,PALU,73,5.862328767123287,4.5328767123287665,3.8255037533335057
12,all_common_cases,climatology_training_only,PANGKALANBUN2,214,7.895327102803738,7.62570093457944,6.595882689465559
12,all_common_cases,climatology_training_only,PEKANBARU2,228,27.68881578947368,31.24078947368421,24.22104400123099
12,all_common_cases,climatology_training_only,PESAWARAN,216,20.98171296296296,19.91018518518518,19.657747764137405
12,all_common_cases,climatology_training_only,PONTIANAK2,195,13.478974358974362,7.78923076923077,8.905446704792976
12,all_common_cases,climatology_training_only,SAMARINDA2,215,5.903255813953488,4.909767441860465,5.01395054798367
12,all_common_cases,climatology_training_only,SEMARANG,231,9.527272727272727,8.678787878787876,8.099828127411397
12,all_common_cases,climatology_training_only,SINTANG,162,10.084567901234566,5.119135802469136,6.242421462885961
12,all_common_cases,climatology_training_only,SORONG,223,7.326681614349775,5.940807174887893,5.60601221505769
12,all_common_cases,climatology_training_only,SUPADIO,236,28.857627118644068,20.59237288135593,20.20724991202958
12,all_common_cases,climatology_training_only,TANJUNGHARAPAN2,193,8.97357512953368,9.291709844559586,6.179669706308025
12,all_common_cases,raw_cams,BANJARBARU2,238,7.1540961141631865,7.928571428571429,6.680079130598013
12,all_common_cases,raw_cams,BATAM2,226,10.044663655739145,5.768141592920354,5.439067850999072
12,all_common_cases,raw_cams,BENGKULU,205,19.35879465792482,16.59073170731707,13.760696756563311
12,all_common_cases,raw_cams,INDRAPURI2,215,6.075939028891237,5.657209302325581,4.884883552290304
12,all_common_cases,raw_cams,JAMBI3,235,34.18960669184355,22.435744680851062,17.240675106642037
12,all_common_cases,raw_cams,JAMBI4,221,34.14288966829756,25.595022624434385,20.32479179428241
12,all_common_cases,raw_cams,KEMAYORAN3,237,33.2790143586981,6.79451476793249,8.66292287031731
12,all_common_cases,raw_cams,KOTABARU,203,4.986656786212595,5.243349753694582,4.375289528747661
12,all_common_cases,raw_cams,KOTOTABANG2,189,9.083998746664427,4.037566137566138,4.019327258645062
12,all_common_cases,raw_cams,MALANG,223,23.212617687965032,9.298654708520179,9.072276301013273
12,all_common_cases,raw_cams,MAROS,234,10.934639187275888,11.643589743589745,8.349554092922004
12,all_common_cases,raw_cams,MEDAN2,234,19.408402495242985,25.294017094017097,15.68014863421122
12,all_common_cases,raw_cams,MLATI,238,22.818130945107058,15.363865546218488,11.18482946676171
12,all_common_cases,raw_cams,PALANGKARAYA2,212,34.91113598427227,15.618867924528303,13.261909549956878
12,all_common_cases,raw_cams,PALEMBANG3,223,24.58954619852679,18.703587443946187,14.332513417889553
12,all_common_cases,raw_cams,PALEMBANG4,237,17.02079201184826,13.99113924050633,9.647842672117939
12,all_common_cases,raw_cams,PALU,73,6.84197185658245,4.5328767123287665,3.8255037533335057
12,all_common_cases,raw_cams,PANGKALANBUN2,214,9.586801596146207,7.62570093457944,6.595882689465559
12,all_common_cases,raw_cams,PEKANBARU2,228,32.59804152422757,31.24078947368421,24.22104400123099
12,all_common_cases,raw_cams,PESAWARAN,216,23.94652888905232,19.91018518518518,19.657747764137405
12,all_common_cases,raw_cams,PONTIANAK2,195,11.891114760615146,7.78923076923077,8.905446704792976
12,all_common_cases,raw_cams,SAMARINDA2,215,7.1915706950799345,4.909767441860465,5.01395054798367
12,all_common_cases,raw_cams,SEMARANG,231,19.673559210986788,8.678787878787876,8.099828127411397
12,all_common_cases,raw_cams,SINTANG,162,13.630473762674104,5.119135802469136,6.242421462885961
12,all_common_cases,raw_cams,SORONG,223,7.359708801339172,5.940807174887893,5.60601221505769
12,all_common_cases,raw_cams,SUPADIO,236,23.746269130066196,20.59237288135593,20.20724991202958
12,all_common_cases,raw_cams,TANJUNGHARAPAN2,193,9.85096071098917,9.291709844559586,6.179669706308025
12,all_common_cases,frozen_deployment,BANJARBARU2,238,6.680079130598013,7.928571428571429,6.680079130598013
12,all_common_cases,frozen_deployment,BATAM2,226,5.439067850999072,5.768141592920354,5.439067850999072
12,all_common_cases,frozen_deployment,BENGKULU,205,13.760696756563311,16.59073170731707,13.760696756563311
12,all_common_cases,frozen_deployment,INDRAPURI2,215,4.884883552290304,5.657209302325581,4.884883552290304
12,all_common_cases,frozen_deployment,JAMBI3,235,17.240675106642037,22.435744680851062,17.240675106642037
12,all_common_cases,frozen_deployment,JAMBI4,221,20.32479179428241,25.595022624434385,20.32479179428241
12,all_common_cases,frozen_deployment,KEMAYORAN3,237,8.66292287031731,6.79451476793249,8.66292287031731
12,all_common_cases,frozen_deployment,KOTABARU,203,4.375289528747661,5.243349753694582,4.375289528747661
12,all_common_cases,frozen_deployment,KOTOTABANG2,189,4.019327258645062,4.037566137566138,4.019327258645062
12,all_common_cases,frozen_deployment,MALANG,223,9.072276301013273,9.298654708520179,9.072276301013273
12,all_common_cases,frozen_deployment,MAROS,234,8.349554092922004,11.643589743589745,8.349554092922004
12,all_common_cases,frozen_deployment,MEDAN2,234,15.68014863421122,25.294017094017097,15.68014863421122
12,all_common_cases,frozen_deployment,MLATI,238,11.18482946676171,15.363865546218488,11.18482946676171
12,all_common_cases,frozen_deployment,PALANGKARAYA2,212,13.261909549956878,15.618867924528303,13.261909549956878
12,all_common_cases,frozen_deployment,PALEMBANG3,223,14.332513417889553,18.703587443946187,14.332513417889553
12,all_common_cases,frozen_deployment,PALEMBANG4,237,9.647842672117939,13.99113924050633,9.647842672117939
12,all_common_cases,frozen_deployment,PALU,73,3.8255037533335057,4.5328767123287665,3.8255037533335057
12,all_common_cases,frozen_deployment,PANGKALANBUN2,214,6.595882689465559,7.62570093457944,6.595882689465559
12,all_common_cases,frozen_deployment,PEKANBARU2,228,24.22104400123099,31.24078947368421,24.22104400123099
12,all_common_cases,frozen_deployment,PESAWARAN,216,19.657747764137405,19.91018518518518,19.657747764137405
12,all_common_cases,frozen_deployment,PONTIANAK2,195,8.905446704792976,7.78923076923077,8.905446704792976
12,all_common_cases,frozen_deployment,SAMARINDA2,215,5.01395054798367,4.909767441860465,5.01395054798367
12,all_common_cases,frozen_deployment,SEMARANG,231,8.099828127411397,8.678787878787876,8.099828127411397
12,all_common_cases,frozen_deployment,SINTANG,162,6.242421462885961,5.119135802469136,6.242421462885961
12,all_common_cases,frozen_deployment,SORONG,223,5.60601221505769,5.940807174887893,5.60601221505769
12,all_common_cases,frozen_deployment,SUPADIO,236,20.20724991202958,20.59237288135593,20.20724991202958
12,all_common_cases,frozen_deployment,TANJUNGHARAPAN2,193,6.179669706308025,9.291709844559586,6.179669706308025
12,all_common_cases,frozen_deployment_missing_met,BANJARBARU2,238,6.10799189123578,7.928571428571429,6.680079130598013
12,all_common_cases,frozen_deployment_missing_met,BATAM2,226,5.239269104865678,5.768141592920354,5.439067850999072
12,all_common_cases,frozen_deployment_missing_met,BENGKULU,205,13.784536406640388,16.59073170731707,13.760696756563311
12,all_common_cases,frozen_deployment_missing_met,INDRAPURI2,215,4.913126820024627,5.657209302325581,4.884883552290304
12,all_common_cases,frozen_deployment_missing_met,JAMBI3,235,17.668443713787394,22.435744680851062,17.240675106642037
12,all_common_cases,frozen_deployment_missing_met,JAMBI4,221,20.480146004147738,25.595022624434385,20.32479179428241
12,all_common_cases,frozen_deployment_missing_met,KEMAYORAN3,237,8.650574026634052,6.79451476793249,8.66292287031731
12,all_common_cases,frozen_deployment_missing_met,KOTABARU,203,4.272749697366291,5.243349753694582,4.375289528747661
12,all_common_cases,frozen_deployment_missing_met,KOTOTABANG2,189,3.9636510008340213,4.037566137566138,4.019327258645062
12,all_common_cases,frozen_deployment_missing_met,MALANG,223,8.915681829871998,9.298654708520179,9.072276301013273
12,all_common_cases,frozen_deployment_missing_met,MAROS,234,8.549424140341387,11.643589743589745,8.349554092922004
12,all_common_cases,frozen_deployment_missing_met,MEDAN2,234,15.592800915758641,25.294017094017097,15.68014863421122
12,all_common_cases,frozen_deployment_missing_met,MLATI,238,11.306431385706912,15.363865546218488,11.18482946676171
12,all_common_cases,frozen_deployment_missing_met,PALANGKARAYA2,212,13.68264619530315,15.618867924528303,13.261909549956878
12,all_common_cases,frozen_deployment_missing_met,PALEMBANG3,223,14.36131009427257,18.703587443946187,14.332513417889553
12,all_common_cases,frozen_deployment_missing_met,PALEMBANG4,237,9.56709392605268,13.99113924050633,9.647842672117939
12,all_common_cases,frozen_deployment_missing_met,PALU,73,3.8346604979661536,4.5328767123287665,3.8255037533335057
12,all_common_cases,frozen_deployment_missing_met,PANGKALANBUN2,214,6.510341894667721,7.62570093457944,6.595882689465559
12,all_common_cases,frozen_deployment_missing_met,PEKANBARU2,228,24.794612064308108,31.24078947368421,24.22104400123099
12,all_common_cases,frozen_deployment_missing_met,PESAWARAN,216,19.792117406651187,19.91018518518518,19.657747764137405
12,all_common_cases,frozen_deployment_missing_met,PONTIANAK2,195,8.887458342589099,7.78923076923077,8.905446704792976
12,all_common_cases,frozen_deployment_missing_met,SAMARINDA2,215,4.9227659367967895,4.909767441860465,5.01395054798367
12,all_common_cases,frozen_deployment_missing_met,SEMARANG,231,8.149190619493089,8.678787878787876,8.099828127411397
12,all_common_cases,frozen_deployment_missing_met,SINTANG,162,6.1897757078794395,5.119135802469136,6.242421462885961
12,all_common_cases,frozen_deployment_missing_met,SORONG,223,5.639105554794964,5.940807174887893,5.60601221505769
12,all_common_cases,frozen_deployment_missing_met,SUPADIO,236,20.601084627760006,20.59237288135593,20.20724991202958
12,all_common_cases,frozen_deployment_missing_met,TANJUNGHARAPAN2,193,6.3902925140794995,9.291709844559586,6.179669706308025
12,all_common_cases,all_features_00utc_expanding,BANJARBARU2,238,6.55017720862294,7.928571428571429,6.680079130598013
12,all_common_cases,all_features_00utc_expanding,BATAM2,226,5.475526607090743,5.768141592920354,5.439067850999072
12,all_common_cases,all_features_00utc_expanding,BENGKULU,205,13.947147360205804,16.59073170731707,13.760696756563311
12,all_common_cases,all_features_00utc_expanding,INDRAPURI2,215,5.067585832234431,5.657209302325581,4.884883552290304
12,all_common_cases,all_features_00utc_expanding,JAMBI3,235,17.60651971428408,22.435744680851062,17.240675106642037
12,all_common_cases,all_features_00utc_expanding,JAMBI4,221,20.563825999423088,25.595022624434385,20.32479179428241
12,all_common_cases,all_features_00utc_expanding,KEMAYORAN3,237,8.658069253521182,6.79451476793249,8.66292287031731
12,all_common_cases,all_features_00utc_expanding,KOTABARU,203,4.41522585624254,5.243349753694582,4.375289528747661
12,all_common_cases,all_features_00utc_expanding,KOTOTABANG2,189,4.193051687768225,4.037566137566138,4.019327258645062
12,all_common_cases,all_features_00utc_expanding,MALANG,223,8.99211438164353,9.298654708520179,9.072276301013273
12,all_common_cases,all_features_00utc_expanding,MAROS,234,8.570034613246133,11.643589743589745,8.349554092922004
12,all_common_cases,all_features_00utc_expanding,MEDAN2,234,15.803252566834848,25.294017094017097,15.68014863421122
12,all_common_cases,all_features_00utc_expanding,MLATI,238,11.516597261123527,15.363865546218488,11.18482946676171
12,all_common_cases,all_features_00utc_expanding,PALANGKARAYA2,212,13.153630300437683,15.618867924528303,13.261909549956878
12,all_common_cases,all_features_00utc_expanding,PALEMBANG3,223,14.563870189125236,18.703587443946187,14.332513417889553
12,all_common_cases,all_features_00utc_expanding,PALEMBANG4,237,9.782109695611755,13.99113924050633,9.647842672117939
12,all_common_cases,all_features_00utc_expanding,PALU,73,3.9170514632158087,4.5328767123287665,3.8255037533335057
12,all_common_cases,all_features_00utc_expanding,PANGKALANBUN2,214,6.733033966303303,7.62570093457944,6.595882689465559
12,all_common_cases,all_features_00utc_expanding,PEKANBARU2,228,24.082034222665865,31.24078947368421,24.22104400123099
12,all_common_cases,all_features_00utc_expanding,PESAWARAN,216,20.101178053927356,19.91018518518518,19.657747764137405
12,all_common_cases,all_features_00utc_expanding,PONTIANAK2,195,9.169534547802867,7.78923076923077,8.905446704792976
12,all_common_cases,all_features_00utc_expanding,SAMARINDA2,215,5.1410062006676345,4.909767441860465,5.01395054798367
12,all_common_cases,all_features_00utc_expanding,SEMARANG,231,8.315342748534869,8.678787878787876,8.099828127411397
12,all_common_cases,all_features_00utc_expanding,SINTANG,162,6.402071733319908,5.119135802469136,6.242421462885961
12,all_common_cases,all_features_00utc_expanding,SORONG,223,5.694167233322507,5.940807174887893,5.60601221505769
12,all_common_cases,all_features_00utc_expanding,SUPADIO,236,20.268100805534093,20.59237288135593,20.20724991202958
12,all_common_cases,all_features_00utc_expanding,TANJUNGHARAPAN2,193,6.035483595006261,9.291709844559586,6.179669706308025
12,all_common_cases,all_features_00utc_missing_met,BANJARBARU2,238,6.151780227347607,7.928571428571429,6.680079130598013
12,all_common_cases,all_features_00utc_missing_met,BATAM2,226,5.5060683917374424,5.768141592920354,5.439067850999072
12,all_common_cases,all_features_00utc_missing_met,BENGKULU,205,13.64810093148902,16.59073170731707,13.760696756563311
12,all_common_cases,all_features_00utc_missing_met,INDRAPURI2,215,4.991588558787425,5.657209302325581,4.884883552290304
12,all_common_cases,all_features_00utc_missing_met,JAMBI3,235,17.894615282078778,22.435744680851062,17.240675106642037
12,all_common_cases,all_features_00utc_missing_met,JAMBI4,221,20.663877588420405,25.595022624434385,20.32479179428241
12,all_common_cases,all_features_00utc_missing_met,KEMAYORAN3,237,8.626365427810487,6.79451476793249,8.66292287031731
12,all_common_cases,all_features_00utc_missing_met,KOTABARU,203,4.205301697156839,5.243349753694582,4.375289528747661
12,all_common_cases,all_features_00utc_missing_met,KOTOTABANG2,189,4.222051429550372,4.037566137566138,4.019327258645062
12,all_common_cases,all_features_00utc_missing_met,MALANG,223,8.928690882043323,9.298654708520179,9.072276301013273
12,all_common_cases,all_features_00utc_missing_met,MAROS,234,8.651137030298244,11.643589743589745,8.349554092922004
12,all_common_cases,all_features_00utc_missing_met,MEDAN2,234,15.66563282065214,25.294017094017097,15.68014863421122
12,all_common_cases,all_features_00utc_missing_met,MLATI,238,11.416955918729657,15.363865546218488,11.18482946676171
12,all_common_cases,all_features_00utc_missing_met,PALANGKARAYA2,212,13.953572171167222,15.618867924528303,13.261909549956878
12,all_common_cases,all_features_00utc_missing_met,PALEMBANG3,223,14.536745370609792,18.703587443946187,14.332513417889553
12,all_common_cases,all_features_00utc_missing_met,PALEMBANG4,237,10.11546786697859,13.99113924050633,9.647842672117939
12,all_common_cases,all_features_00utc_missing_met,PALU,73,3.9680078824725964,4.5328767123287665,3.8255037533335057
12,all_common_cases,all_features_00utc_missing_met,PANGKALANBUN2,214,6.69260017872696,7.62570093457944,6.595882689465559
12,all_common_cases,all_features_00utc_missing_met,PEKANBARU2,228,24.839620401459023,31.24078947368421,24.22104400123099
12,all_common_cases,all_features_00utc_missing_met,PESAWARAN,216,20.175710687961445,19.91018518518518,19.657747764137405
12,all_common_cases,all_features_00utc_missing_met,PONTIANAK2,195,9.318823139927684,7.78923076923077,8.905446704792976
12,all_common_cases,all_features_00utc_missing_met,SAMARINDA2,215,4.988667020121366,4.909767441860465,5.01395054798367
12,all_common_cases,all_features_00utc_missing_met,SEMARANG,231,8.26112181451979,8.678787878787876,8.099828127411397
12,all_common_cases,all_features_00utc_missing_met,SINTANG,162,6.443187677406983,5.119135802469136,6.242421462885961
12,all_common_cases,all_features_00utc_missing_met,SORONG,223,5.666310970958146,5.940807174887893,5.60601221505769
12,all_common_cases,all_features_00utc_missing_met,SUPADIO,236,21.272544052039716,20.59237288135593,20.20724991202958
12,all_common_cases,all_features_00utc_missing_met,TANJUNGHARAPAN2,193,6.343300799061482,9.291709844559586,6.179669706308025
12,all_common_cases,no_met_00utc_expanding,BANJARBARU2,238,6.212767142373486,7.928571428571429,6.680079130598013
12,all_common_cases,no_met_00utc_expanding,BATAM2,226,5.387982207287359,5.768141592920354,5.439067850999072
12,all_common_cases,no_met_00utc_expanding,BENGKULU,205,13.833721274524025,16.59073170731707,13.760696756563311
12,all_common_cases,no_met_00utc_expanding,INDRAPURI2,215,4.994238666346662,5.657209302325581,4.884883552290304
12,all_common_cases,no_met_00utc_expanding,JAMBI3,235,16.903937053887244,22.435744680851062,17.240675106642037
12,all_common_cases,no_met_00utc_expanding,JAMBI4,221,19.422564251149264,25.595022624434385,20.32479179428241
12,all_common_cases,no_met_00utc_expanding,KEMAYORAN3,237,8.692821706329912,6.79451476793249,8.66292287031731
12,all_common_cases,no_met_00utc_expanding,KOTABARU,203,4.358092998640256,5.243349753694582,4.375289528747661
12,all_common_cases,no_met_00utc_expanding,KOTOTABANG2,189,4.032811277823604,4.037566137566138,4.019327258645062
12,all_common_cases,no_met_00utc_expanding,MALANG,223,8.976475902884225,9.298654708520179,9.072276301013273
12,all_common_cases,no_met_00utc_expanding,MAROS,234,8.485330552487204,11.643589743589745,8.349554092922004
12,all_common_cases,no_met_00utc_expanding,MEDAN2,234,15.64451462980421,25.294017094017097,15.68014863421122
12,all_common_cases,no_met_00utc_expanding,MLATI,238,11.38522647764841,15.363865546218488,11.18482946676171
12,all_common_cases,no_met_00utc_expanding,PALANGKARAYA2,212,13.317389627235722,15.618867924528303,13.261909549956878
12,all_common_cases,no_met_00utc_expanding,PALEMBANG3,223,14.2724453433558,18.703587443946187,14.332513417889553
12,all_common_cases,no_met_00utc_expanding,PALEMBANG4,237,9.607166044187236,13.99113924050633,9.647842672117939
12,all_common_cases,no_met_00utc_expanding,PALU,73,3.7236213025715785,4.5328767123287665,3.8255037533335057
12,all_common_cases,no_met_00utc_expanding,PANGKALANBUN2,214,6.527748858970102,7.62570093457944,6.595882689465559
12,all_common_cases,no_met_00utc_expanding,PEKANBARU2,228,23.878506787072144,31.24078947368421,24.22104400123099
12,all_common_cases,no_met_00utc_expanding,PESAWARAN,216,19.535405647992405,19.91018518518518,19.657747764137405
12,all_common_cases,no_met_00utc_expanding,PONTIANAK2,195,9.07311137670135,7.78923076923077,8.905446704792976
12,all_common_cases,no_met_00utc_expanding,SAMARINDA2,215,4.94579670296441,4.909767441860465,5.01395054798367
12,all_common_cases,no_met_00utc_expanding,SEMARANG,231,8.214514577122786,8.678787878787876,8.099828127411397
12,all_common_cases,no_met_00utc_expanding,SINTANG,162,6.309214196075324,5.119135802469136,6.242421462885961
12,all_common_cases,no_met_00utc_expanding,SORONG,223,5.648947678141244,5.940807174887893,5.60601221505769
12,all_common_cases,no_met_00utc_expanding,SUPADIO,236,19.43042485512898,20.59237288135593,20.20724991202958
12,all_common_cases,no_met_00utc_expanding,TANJUNGHARAPAN2,193,6.1824207349559845,9.291709844559586,6.179669706308025
12,all_common_cases,no_met_10utc_expanding,BANJARBARU2,238,6.043229660217168,7.928571428571429,6.680079130598013
12,all_common_cases,no_met_10utc_expanding,BATAM2,226,5.440921603639096,5.768141592920354,5.439067850999072
12,all_common_cases,no_met_10utc_expanding,BENGKULU,205,13.325609871848775,16.59073170731707,13.760696756563311
12,all_common_cases,no_met_10utc_expanding,INDRAPURI2,215,4.476555724724902,5.657209302325581,4.884883552290304
12,all_common_cases,no_met_10utc_expanding,JAMBI3,235,15.322584121677197,22.435744680851062,17.240675106642037
12,all_common_cases,no_met_10utc_expanding,JAMBI4,221,19.279462793179757,25.595022624434385,20.32479179428241
12,all_common_cases,no_met_10utc_expanding,KEMAYORAN3,237,6.9327667827125365,6.79451476793249,8.66292287031731
12,all_common_cases,no_met_10utc_expanding,KOTABARU,203,4.165670821461831,5.243349753694582,4.375289528747661
12,all_common_cases,no_met_10utc_expanding,KOTOTABANG2,189,3.4114065973264367,4.037566137566138,4.019327258645062
12,all_common_cases,no_met_10utc_expanding,MALANG,223,7.892365785480067,9.298654708520179,9.072276301013273
12,all_common_cases,no_met_10utc_expanding,MAROS,234,8.427172347854171,11.643589743589745,8.349554092922004
12,all_common_cases,no_met_10utc_expanding,MEDAN2,234,14.870276438618184,25.294017094017097,15.68014863421122
12,all_common_cases,no_met_10utc_expanding,MLATI,238,10.936879807434153,15.363865546218488,11.18482946676171
12,all_common_cases,no_met_10utc_expanding,PALANGKARAYA2,212,13.78224291492179,15.618867924528303,13.261909549956878
12,all_common_cases,no_met_10utc_expanding,PALEMBANG3,223,14.224066942458416,18.703587443946187,14.332513417889553
12,all_common_cases,no_met_10utc_expanding,PALEMBANG4,237,9.51938150029385,13.99113924050633,9.647842672117939
12,all_common_cases,no_met_10utc_expanding,PALU,73,3.618234287945981,4.5328767123287665,3.8255037533335057
12,all_common_cases,no_met_10utc_expanding,PANGKALANBUN2,214,6.284097480142246,7.62570093457944,6.595882689465559
