n,mae_ug_m3,rmse_ug_m3,bias_ug_m3,correlation,r2,split,forecast_hour,model,station_code,skill_vs_persistence_pct
236,6.17838611683603,9.142569393132185,2.656267617920698,0.8263760832182324,0.5497132780772174,test,3,cams_xgboost,PALEMBANG4,62.0128406738927
76,2.859438073007684,3.6201248378022752,-0.16213785221702176,0.8615143476544387,0.7014141328185755,test,3,cams_xgboost,PALU,19.956797956322646
224,3.2226230491484915,5.097500597768648,-0.24756459615060247,0.7204564088097334,0.5090314670860281,test,3,cams_xgboost,PANGKALANBUN2,68.87160142262776
231,8.283802307839002,12.244518029340833,-1.7907509688175087,0.6950758620671948,0.46061666278491575,test,3,cams_xgboost,PEKANBARU2,35.47483365555672
219,7.862125067514915,11.974308191980233,-0.7238440944723882,0.7713445073211389,0.5934858667803999,test,3,cams_xgboost,PESAWARAN,38.68651129599863
227,17.94841286159297,57.14417087895964,-10.600913898115117,0.7554183582058814,0.3626998830182765,test,3,cams_xgboost,PONTIANAK2,35.44963846158618
221,3.6854662452887625,5.9332970915923395,-0.8556006045363068,0.5781946299622146,0.29417858320988255,test,3,cams_xgboost,SAMARINDA2,18.03481531560669
236,6.954217765694957,9.329216861368673,0.5854425280781115,0.7263098057284167,0.5256531016092165,test,3,cams_xgboost,SEMARANG,38.621661516735486
181,12.350207846599387,42.03761396660935,-9.027516257170156,0.8022690733091097,0.47243008587340984,test,3,cams_xgboost,SINTANG,17.71377382630902
223,2.5054140005411054,4.199890689357431,0.04719669401912947,0.8164593906697983,0.6660503367273418,test,3,cams_xgboost,SORONG,25.33645301073546
238,28.0070011595718,87.85415326783854,-18.736994178355243,0.7003481766414646,0.2652515193453928,test,3,cams_xgboost,SUPADIO,18.827206595734292
195,3.8446370278871975,6.123360893819244,-0.5333436899918775,0.8753016447945371,0.7563976802114564,test,3,cams_xgboost,TANJUNGHARAPAN2,-1.2019736012423898
241,5.075077811775072,7.641623016590144,1.6019500249996472,0.46793865410824137,-0.06680843164174433,test,3,champion,BANJARBARU2,76.66341507245058
